Flow_Name,Flow_Key,Metal,Delta_g_Total,Delta_g_Metal,Metal_Fraction,CF_Metal,CF_Total,grade_source,Mineral,f_mineral_me,Delta_g_Mineral,Mineral_Fraction,CF_Mineral,xi_Mineral,xf_Mineral,xm_Mineral,ERC,CF2
Aluminium,"('ecoinvent-3.4-biosphere', '46e63323-cffd-4c46-829b-5f006b50fa9b')",Al,8.645044227994095e-06,8.645044227994095e-06,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation,Bauxite (Gibbsite),2.8930041152263373,2.501014852790061e-05,2.8930041152263373,1.8580425034639034e-13,0.08399573257467995,0.08397072242615204,0.95,0.0029420671699545184,0.0029420671699545184
Aluminium,"('ecoinvent-3.4-biosphere', '2baa4381-b781-4f5e-90de-508b0fa3fd1f')",Al,8.645044227994095e-06,8.645044227994095e-06,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation,Bauxite (Gibbsite),2.8930041152263373,2.501014852790061e-05,2.8930041152263373,1.8580425034639034e-13,0.08399573257467995,0.08397072242615204,0.95,0.0029420671699545184,0.0029420671699545184
Aluminium,"('ecoinvent-3.4-biosphere', '97e498ec-f323-4ec6-bcc0-d8a4c853bae3')",Al,8.645044227994095e-06,8.645044227994095e-06,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation,Bauxite (Gibbsite),2.8930041152263373,2.501014852790061e-05,2.8930041152263373,1.8580425034639034e-13,0.08399573257467995,0.08397072242615204,0.95,0.0029420671699545184,0.0029420671699545184
Aluminium,"('ecoinvent-3.4-biosphere', 'e0401210-0377-4670-84af-12247ca20bed')",Al,8.645044227994095e-06,8.645044227994095e-06,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation,Bauxite (Gibbsite),2.8930041152263373,2.501014852790061e-05,2.8930041152263373,1.8580425034639034e-13,0.08399573257467995,0.08397072242615204,0.95,0.0029420671699545184,0.0029420671699545184
Manganese,"('ecoinvent-3.4-biosphere', '2460f868-54a9-404c-bec8-c809a44ae72c')",Mn,1.4468437696590328e-06,1.4468437696590328e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,2.289309762118723e-06,1.5822784810126582,1.0261088658398912e-13,0.199712,0.19970971069023788,0.6709603911825677,1.3289052009582949e-06,1.3289052009582949e-06
Manganese,"('ecoinvent-3.4-biosphere', '295060ba-3c3d-45e4-99ca-e17b1204b553')",Mn,1.4468437696590328e-06,1.4468437696590328e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,2.289309762118723e-06,1.5822784810126582,1.0261088658398912e-13,0.199712,0.19970971069023788,0.6709603911825677,1.3289052009582949e-06,1.3289052009582949e-06
Manganese,"('ecoinvent-3.4-biosphere', '9ba8c05d-1593-45a5-8d3b-5c4f3e9fef32')",Mn,1.4468437696590328e-06,1.4468437696590328e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,2.289309762118723e-06,1.5822784810126582,1.0261088658398912e-13,0.199712,0.19970971069023788,0.6709603911825677,1.3289052009582949e-06,1.3289052009582949e-06
Manganese,"('ecoinvent-3.4-biosphere', '0af26a55-d357-469f-abad-8ced785cb4fb')",Mn,1.4468437696590328e-06,1.4468437696590328e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,2.289309762118723e-06,1.5822784810126582,1.0261088658398912e-13,0.199712,0.19970971069023788,0.6709603911825677,1.3289052009582949e-06,1.3289052009582949e-06
Manganese,"('ecoinvent-3.4-biosphere', '835d0907-a668-4d92-b6b6-7b56fa343713')",Mn,1.4468437696590328e-06,1.4468437696590328e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,2.289309762118723e-06,1.5822784810126582,1.0261088658398912e-13,0.199712,0.19970971069023788,0.6709603911825677,1.3289052009582949e-06,1.3289052009582949e-06
Manganese,"('ecoinvent-3.4-biosphere', '6b7fbea6-4a86-40f9-954d-3c9b3611abfd')",Mn,1.4468437696590328e-06,1.4468437696590328e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,2.289309762118723e-06,1.5822784810126582,1.0261088658398912e-13,0.199712,0.19970971069023788,0.6709603911825677,1.3289052009582949e-06,1.3289052009582949e-06
Manganese,"('ecoinvent-3.4-biosphere', '10cbd2f7-c41b-4bb4-b636-d8fc15cf0282')",Mn,1.4468437696590328e-06,1.4468437696590328e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,2.289309762118723e-06,1.5822784810126582,1.0261088658398912e-13,0.199712,0.19970971069023788,0.6709603911825677,1.3289052009582949e-06,1.3289052009582949e-06
Manganese,"('ecoinvent-3.4-biosphere', '44f28e11-061d-44fd-8f25-dc62a9f1fa57')",Mn,1.4468437696590328e-06,1.4468437696590328e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,2.289309762118723e-06,1.5822784810126582,1.0261088658398912e-13,0.199712,0.19970971069023788,0.6709603911825677,1.3289052009582949e-06,1.3289052009582949e-06
Manganese,"('ecoinvent-3.4-biosphere', 'c91fd4bf-ed70-4e2f-a34f-159773f981b6')",Mn,1.4468437696590328e-06,1.4468437696590328e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,2.289309762118723e-06,1.5822784810126582,1.0261088658398912e-13,0.199712,0.19970971069023788,0.6709603911825677,1.3289052009582949e-06,1.3289052009582949e-06
Manganese,"('ecoinvent-3.4-biosphere', 'f532985c-90b7-46fc-aac9-b039b40e22f1')",Mn,1.4468437696590328e-06,1.4468437696590328e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,2.289309762118723e-06,1.5822784810126582,1.0261088658398912e-13,0.199712,0.19970971069023788,0.6709603911825677,1.3289052009582949e-06,1.3289052009582949e-06
Manganese,"('ecoinvent-3.4-biosphere', '9c706cff-cb82-4207-a589-95896e04dc08')",Mn,1.4468437696590328e-06,1.4468437696590328e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,2.289309762118723e-06,1.5822784810126582,1.0261088658398912e-13,0.199712,0.19970971069023788,0.6709603911825677,1.3289052009582949e-06,1.3289052009582949e-06
Manganese,"('ecoinvent-3.4-biosphere', '42053ffb-9284-49cb-88f9-33ac5c77be4a')",Mn,1.4468437696590328e-06,1.4468437696590328e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,2.289309762118723e-06,1.5822784810126582,1.0261088658398912e-13,0.199712,0.19970971069023788,0.6709603911825677,1.3289052009582949e-06,1.3289052009582949e-06
Manganese,"('ecoinvent-3.4-biosphere', '009a49e8-09a7-4432-9cb9-f2dd18e8f922')",Mn,1.4468437696590328e-06,1.4468437696590328e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,2.289309762118723e-06,1.5822784810126582,1.0261088658398912e-13,0.199712,0.19970971069023788,0.6709603911825677,1.3289052009582949e-06,1.3289052009582949e-06
Manganese,"('ecoinvent-3.4-biosphere', 'b0546417-3064-4878-bd6f-2da75cefdf63')",Mn,1.4468437696590328e-06,1.4468437696590328e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,2.289309762118723e-06,1.5822784810126582,1.0261088658398912e-13,0.199712,0.19970971069023788,0.6709603911825677,1.3289052009582949e-06,1.3289052009582949e-06
Cobalt,"('ecoinvent-3.4-biosphere', '381a22c9-3722-4378-810d-86958f7b6d32')",Co,1.227661371249412e-06,1.227661371249412e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,2.120506004885348e-06,1.727272727272727,3.3591127983693174e-12,0.000636842105263158,0.0006347215992582727,0.0455986939380875,0.007154641003198375,0.007154641003198375
Cobalt,"('ecoinvent-3.4-biosphere', 'caf066cf-40ce-47a8-ba4c-969fcd6019c7')",Co,1.227661371249412e-06,1.227661371249412e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,2.120506004885348e-06,1.727272727272727,3.3591127983693174e-12,0.000636842105263158,0.0006347215992582727,0.0455986939380875,0.007154641003198375,0.007154641003198375
Cobalt,"('ecoinvent-3.4-biosphere', '74eb3f02-09ec-46ce-8ee8-d67d0900136b')",Co,1.227661371249412e-06,1.227661371249412e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,2.120506004885348e-06,1.727272727272727,3.3591127983693174e-12,0.000636842105263158,0.0006347215992582727,0.0455986939380875,0.007154641003198375,0.007154641003198375
Cobalt,"('ecoinvent-3.4-biosphere', '1e904267-caa3-40e6-a3a0-fc104489770b')",Co,1.227661371249412e-06,1.227661371249412e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,2.120506004885348e-06,1.727272727272727,3.3591127983693174e-12,0.000636842105263158,0.0006347215992582727,0.0455986939380875,0.007154641003198375,0.007154641003198375
Cobalt,"('ecoinvent-3.4-biosphere', '12051b95-831a-49c0-9a70-fbc0e8fb9af9')",Co,1.227661371249412e-06,1.227661371249412e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,2.120506004885348e-06,1.727272727272727,3.3591127983693174e-12,0.000636842105263158,0.0006347215992582727,0.0455986939380875,0.007154641003198375,0.007154641003198375
Cobalt,"('ecoinvent-3.4-biosphere', 'c58d25ad-30d2-4fac-a857-1fa6f67afe8a')",Co,1.227661371249412e-06,1.227661371249412e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,2.120506004885348e-06,1.727272727272727,3.3591127983693174e-12,0.000636842105263158,0.0006347215992582727,0.0455986939380875,0.007154641003198375,0.007154641003198375
Cobalt,"('ecoinvent-3.4-biosphere', 'f0e28a62-ddf9-4c93-af81-676a58c3f2d4')",Co,1.227661371249412e-06,1.227661371249412e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,2.120506004885348e-06,1.727272727272727,3.3591127983693174e-12,0.000636842105263158,0.0006347215992582727,0.0455986939380875,0.007154641003198375,0.007154641003198375
Cobalt,"('ecoinvent-3.4-biosphere', 'ca04300a-8338-4601-ba7c-66c10a4f6322')",Co,1.227661371249412e-06,1.227661371249412e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,2.120506004885348e-06,1.727272727272727,3.3591127983693174e-12,0.000636842105263158,0.0006347215992582727,0.0455986939380875,0.007154641003198375,0.007154641003198375
Cobalt,"('ecoinvent-3.4-biosphere', '9542444c-7c7a-48e2-bc9c-9c7c34fb7b3e')",Co,1.227661371249412e-06,1.227661371249412e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,2.120506004885348e-06,1.727272727272727,3.3591127983693174e-12,0.000636842105263158,0.0006347215992582727,0.0455986939380875,0.007154641003198375,0.007154641003198375
Cobalt,"('ecoinvent-3.4-biosphere', '9ce88274-57b6-42ed-a78b-4abef2301865')",Co,1.227661371249412e-06,1.227661371249412e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,2.120506004885348e-06,1.727272727272727,3.3591127983693174e-12,0.000636842105263158,0.0006347215992582727,0.0455986939380875,0.007154641003198375,0.007154641003198375
Cobalt,"('ecoinvent-3.4-biosphere', 'b10faa87-2c1d-4f6e-aa65-9f80b376939a')",Co,1.227661371249412e-06,1.227661371249412e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,2.120506004885348e-06,1.727272727272727,3.3591127983693174e-12,0.000636842105263158,0.0006347215992582727,0.0455986939380875,0.007154641003198375,0.007154641003198375
Cobalt,"('ecoinvent-3.4-biosphere', 'd4291dd5-dae8-47fa-bf06-466fcecbc210')",Co,1.227661371249412e-06,1.227661371249412e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,2.120506004885348e-06,1.727272727272727,3.3591127983693174e-12,0.000636842105263158,0.0006347215992582727,0.0455986939380875,0.007154641003198375,0.007154641003198375
Cobalt,"('ecoinvent-3.4-biosphere', '33627701-feca-434d-a192-674a450eaaf7')",Co,1.227661371249412e-06,1.227661371249412e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,2.120506004885348e-06,1.727272727272727,3.3591127983693174e-12,0.000636842105263158,0.0006347215992582727,0.0455986939380875,0.007154641003198375,0.007154641003198375
Cobalt,"('ecoinvent-3.4-biosphere', 'f0d1c319-249f-4a89-b0e7-3a5a90a54036')",Co,1.227661371249412e-06,1.227661371249412e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,2.120506004885348e-06,1.727272727272727,3.3591127983693174e-12,0.000636842105263158,0.0006347215992582727,0.0455986939380875,0.007154641003198375,0.007154641003198375
Antimony,"('ecoinvent-3.4-biosphere', '34b96163-a3df-4bc1-8224-e2a9fe01b23f')",Sb,6.961775462414397e-07,6.961775462414397e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,9.705967377493088e-07,1.3941798941798942,3.0440631455118433e-11,0.02711271347248577,0.02711174287574802,0.9,1.2003996632167017e-05,1.2003996632167017e-05
Antimony,"('ecoinvent-3.4-biosphere', '49803ad0-9ca2-4507-a5ea-f152d16c929d')",Sb,6.961775462414397e-07,6.961775462414397e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,9.705967377493088e-07,1.3941798941798942,3.0440631455118433e-11,0.02711271347248577,0.02711174287574802,0.9,1.2003996632167017e-05,1.2003996632167017e-05
Antimony,"('ecoinvent-3.4-biosphere', '2b2369a4-26bb-4b18-8479-752fdf7a5e7f')",Sb,6.961775462414397e-07,6.961775462414397e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,9.705967377493088e-07,1.3941798941798942,3.0440631455118433e-11,0.02711271347248577,0.02711174287574802,0.9,1.2003996632167017e-05,1.2003996632167017e-05
Antimony,"('ecoinvent-3.4-biosphere', '5df5cb9f-812c-4ce8-ab1c-df6ab4d31900')",Sb,6.961775462414397e-07,6.961775462414397e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,9.705967377493088e-07,1.3941798941798942,3.0440631455118433e-11,0.02711271347248577,0.02711174287574802,0.9,1.2003996632167017e-05,1.2003996632167017e-05
Antimony,"('ecoinvent-3.4-biosphere', '7805afa2-d93b-40bb-b841-325b98aec824')",Sb,6.961775462414397e-07,6.961775462414397e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,9.705967377493088e-07,1.3941798941798942,3.0440631455118433e-11,0.02711271347248577,0.02711174287574802,0.9,1.2003996632167017e-05,1.2003996632167017e-05
Antimony,"('ecoinvent-3.4-biosphere', '77927dac-dea3-429d-a434-d5a71d92c4f7')",Sb,6.961775462414397e-07,6.961775462414397e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,9.705967377493088e-07,1.3941798941798942,3.0440631455118433e-11,0.02711271347248577,0.02711174287574802,0.9,1.2003996632167017e-05,1.2003996632167017e-05
Antimony,"('ecoinvent-3.4-biosphere', '183f9856-03ab-464d-9366-8ef62077b510')",Sb,6.961775462414397e-07,6.961775462414397e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,9.705967377493088e-07,1.3941798941798942,3.0440631455118433e-11,0.02711271347248577,0.02711174287574802,0.9,1.2003996632167017e-05,1.2003996632167017e-05
Antimony,"('ecoinvent-3.4-biosphere', '43b29ad9-26dd-4838-b931-6216e55a0120')",Sb,6.961775462414397e-07,6.961775462414397e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,9.705967377493088e-07,1.3941798941798942,3.0440631455118433e-11,0.02711271347248577,0.02711174287574802,0.9,1.2003996632167017e-05,1.2003996632167017e-05
Antimony,"('ecoinvent-3.4-biosphere', 'b2dc8668-86de-4207-b20e-dc81dea63c98')",Sb,6.961775462414397e-07,6.961775462414397e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,9.705967377493088e-07,1.3941798941798942,3.0440631455118433e-11,0.02711271347248577,0.02711174287574802,0.9,1.2003996632167017e-05,1.2003996632167017e-05
Antimony,"('ecoinvent-3.4-biosphere', 'c49fb4cd-eed0-4438-9052-9612473cdbae')",Sb,6.961775462414397e-07,6.961775462414397e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,9.705967377493088e-07,1.3941798941798942,3.0440631455118433e-11,0.02711271347248577,0.02711174287574802,0.9,1.2003996632167017e-05,1.2003996632167017e-05
Antimony,"('ecoinvent-3.4-biosphere', 'f4cf8d5c-f030-4b55-a3af-e3c20b855ee8')",Sb,6.961775462414397e-07,6.961775462414397e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,9.705967377493088e-07,1.3941798941798942,3.0440631455118433e-11,0.02711271347248577,0.02711174287574802,0.9,1.2003996632167017e-05,1.2003996632167017e-05
Antimony,"('ecoinvent-3.4-biosphere', '83cf77ca-867b-4eef-b0f0-78d71b3d91d5')",Sb,6.961775462414397e-07,6.961775462414397e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,9.705967377493088e-07,1.3941798941798942,3.0440631455118433e-11,0.02711271347248577,0.02711174287574802,0.9,1.2003996632167017e-05,1.2003996632167017e-05
Antimony,"('ecoinvent-3.4-biosphere', '3ea5684a-6d64-4f96-8c09-1d90f997c9d4')",Sb,6.961775462414397e-07,6.961775462414397e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,9.705967377493088e-07,1.3941798941798942,3.0440631455118433e-11,0.02711271347248577,0.02711174287574802,0.9,1.2003996632167017e-05,1.2003996632167017e-05
Antimony,"('ecoinvent-3.4-biosphere', 'fa39136e-1ef6-43c1-af68-104da104568d')",Sb,6.961775462414397e-07,6.961775462414397e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,9.705967377493088e-07,1.3941798941798942,3.0440631455118433e-11,0.02711271347248577,0.02711174287574802,0.9,1.2003996632167017e-05,1.2003996632167017e-05
Phosphate,"('ecoinvent-3.4-biosphere', '490b267b-f429-4d9a-ac79-224e37fb4d58')",P,4.598818007412829e-07,4.598818007412829e-07,0.3261416642975224,5.53572191877536e-15,5.53572191877536e-15,dissipation,Apatite,0.3532544378698225,1.6245528700742363e-07,0.11521099028734964,1.9555183346206452e-15,0.04784087102177553,0.047840708566488525,0.9,2.732496771304e-07,2.732496771304e-07
Phosphate,"('ecoinvent-3.4-biosphere', '3aaf9017-0d8a-42aa-9a60-cbc39e994e73')",P,4.598818007412829e-07,4.598818007412829e-07,0.3261416642975224,5.53572191877536e-15,5.53572191877536e-15,dissipation,Apatite,0.3532544378698225,1.6245528700742363e-07,0.11521099028734964,1.9555183346206452e-15,0.04784087102177553,0.047840708566488525,0.9,2.732496771304e-07,2.732496771304e-07
Phosphate,"('ecoinvent-3.4-biosphere', '329fc7d8-4011-4327-84e4-34ff76f0e42d')",P,4.598818007412829e-07,4.598818007412829e-07,0.3261416642975224,5.53572191877536e-15,5.53572191877536e-15,dissipation,Apatite,0.3532544378698225,1.6245528700742363e-07,0.11521099028734964,1.9555183346206452e-15,0.04784087102177553,0.047840708566488525,0.9,2.732496771304e-07,2.732496771304e-07
Phosphate,"('ecoinvent-3.4-biosphere', '1727b41d-377e-43cd-bc01-9eaba946eccb')",P,4.598818007412829e-07,4.598818007412829e-07,0.3261416642975224,5.53572191877536e-15,5.53572191877536e-15,dissipation,Apatite,0.3532544378698225,1.6245528700742363e-07,0.11521099028734964,1.9555183346206452e-15,0.04784087102177553,0.047840708566488525,0.9,2.732496771304e-07,2.732496771304e-07
Phosphate,"('ecoinvent-3.4-biosphere', 'c8791f3c-3c4a-4278-91c0-483797d14da2')",P,4.598818007412829e-07,4.598818007412829e-07,0.3261416642975224,5.53572191877536e-15,5.53572191877536e-15,dissipation,Apatite,0.3532544378698225,1.6245528700742363e-07,0.11521099028734964,1.9555183346206452e-15,0.04784087102177553,0.047840708566488525,0.9,2.732496771304e-07,2.732496771304e-07
"Zinc, ion","('ecoinvent-3.4-biosphere', '541b633c-17a3-4047-bce6-0c0e4fdb7c10')",Zn,3.8782460262978504e-07,3.8782460262978504e-07,1.0,1.0836576745711442e-13,1.0836576745711442e-13,dissipation,Sphalerite,1.4901477832512315,5.779159718990639e-07,1.4901477832512315,1.614810081565375e-13,0.02724561983471074,0.02724504191873884,0.789865871833085,8.157791099764034e-06,8.157791099764034e-06
"Zinc, ion","('ecoinvent-3.4-biosphere', '2195d86f-e4c8-4e86-9f18-b5b065b1df7e')",Zn,3.8782460262978504e-07,3.8782460262978504e-07,1.0,1.0836576745711442e-13,1.0836576745711442e-13,dissipation,Sphalerite,1.4901477832512315,5.779159718990639e-07,1.4901477832512315,1.614810081565375e-13,0.02724561983471074,0.02724504191873884,0.789865871833085,8.157791099764034e-06,8.157791099764034e-06
"Zinc, ion","('ecoinvent-3.4-biosphere', 'bdce3a7c-e008-4391-be26-285f71a02453')",Zn,3.8782460262978504e-07,3.8782460262978504e-07,1.0,1.0836576745711442e-13,1.0836576745711442e-13,dissipation,Sphalerite,1.4901477832512315,5.779159718990639e-07,1.4901477832512315,1.614810081565375e-13,0.02724561983471074,0.02724504191873884,0.789865871833085,8.157791099764034e-06,8.157791099764034e-06
"Zinc, ion","('ecoinvent-3.4-biosphere', '2c7be02c-791f-4fef-b231-b90321bbeb30')",Zn,3.8782460262978504e-07,3.8782460262978504e-07,1.0,1.0836576745711442e-13,1.0836576745711442e-13,dissipation,Sphalerite,1.4901477832512315,5.779159718990639e-07,1.4901477832512315,1.614810081565375e-13,0.02724561983471074,0.02724504191873884,0.789865871833085,8.157791099764034e-06,8.157791099764034e-06
"Zinc, ion","('ecoinvent-3.4-biosphere', '7e769b3e-03fb-4b53-be15-85a910dcfea9')",Zn,3.8782460262978504e-07,3.8782460262978504e-07,1.0,1.0836576745711442e-13,1.0836576745711442e-13,dissipation,Sphalerite,1.4901477832512315,5.779159718990639e-07,1.4901477832512315,1.614810081565375e-13,0.02724561983471074,0.02724504191873884,0.789865871833085,8.157791099764034e-06,8.157791099764034e-06
